doc_id	text_data	class_type
IL5_SN_000370_20160318_G0T000FFQ	@People4Bernie @BernieSanders @SenSanders #FeelTheBern #BernieOrBust	unk
IL5_SN_000370_20151202_G0T000AEF	‘ ???? ? ???? ??? ???? ???? ?? ??? ’ ???? ????????  ???? ?? ????? ???? ???? ?????? ?? ?????? ???? ? ??? ??? ?? ???	indomain
IL5_SN_000370_20170123_H0T00681Q	RT @BVB Hjärtligt välkommen  Alexander Isak  ?#welcomeisak #bvb Alle Infos	unk
IL5_SN_000370_20170308_H0T0068BC	?????? ???? ????? ????? ??? ??? ??? ?? ??? ??? ??? ??? ?????? ????? #Eritrea #Ethiopia #VOATigrina #Travelban #USA	unk
IL5_SN_000370_20160819_H0T0067A8	5  ?? ?? ?? ???? ?????? 2016 ?? ? ????  #Eritrea #Ethiopia #VOATigrigna	unk
IL5_SN_000370_20161228_H0T0067X0	???? ?? ???? ???? ??? 2016  #Eritrea #Ethiopia #VOATigrigna #pictures	unk
IL5_NW_020060_20150611_G0040KQZD	????? ????? ????? ?? ??? ??? ?? ???? ??? ????? ?? ??? ??? ???? ???? ???? ???? ?????? ??? ???? ???? ? ????? ???? ????? ????? ?? ???? ?????? ??? ???? ???? ?? ??? ?? ???? ??? ????? ??? ?? ????? ?? ????? ???? ?? ???? ??????? ?????? ???? ???? ? ??? ?????? ??? ??? ?? ???? ???? ???? ???? ???? ? ???????????? ????? ???? ????????? ???? ? ???? ??????????? ??? ???? ???? ??? ??? ?? ???? ?????? ??????? ???? ??? ? ?? ???? ??? ???? ??? ?? ??? ?? ??? ???? ???? ??? ???? ???? ???? ?????? ???? ???? ?? ??? ???? ??? ???? ?? ? ?????? ??? ?? ??? ??? ?? ??? ???? ?? ???? ??? ??? ???? ?? ???????? ????? ????? ????? ??? ?? ??? ??? ???? ??? ??? ? ?? ??? ??? ???? ???? ?? ???? ??? ?????? ??? ??????? ???? ??? ??? ????? ???? ???????? ??? ?????? ?????? ??????? ???? ????? ????? ??? ????? ????? ????? ?? ???? ?? ??? ???? ???? ????? ??? ? ’’ ???? ??? ??? ?????? ?? ??? ??? ???? ?? ???? ???? ????? ??? ???? ?? ???? ???? ????? ?????? ???? ??’’???? ????? ?’’???? ?? ??? ?? ??? ??? ??? ???? ????? ????? ?????’’??? ? ?? ??? ??? ???? ???? ???? ???? ??? ??? ????? ??? ????? ???? ???? ?????? ?? ???? ????? ???? ?? 53 ???????? 33 ???? ?? ???? ?? ????? ???? ???? ????? ????? ?? ???? ??????? ??? ? ?? ????? ????? ??? ??? ?? ??? ??? ??? ??? ????? ???? ???? ???? ????? ?? ??? ???? ??????? ??? ???? ??? ?	unk
IL5_SN_000370_20160930_H0T00364N	RT @NatnaelMekonne7 #Ethiopia  ?????? ??? ??? 15000  ??? ???? ?  ???? ?????? ?4000  5000 ?? ????? ???? ??? ????? ????? ??? ???  http	unk
IL5_NW_020062_20160705_G0040EYVX	?? ?? ??? ???? ?? ???? ???? ???? ?? ???? 25 ???? ?????? ???? ??? ???? ??? ???? ?? ??? ???? ??????? ? ???? ? ???? ????? ??? ??? ????? ????? ?????? ???? ??? ?? ?? ???? ???? ?? ?? ??? ???? ???? ? ???? ???? ?? ???? 25 ???? ?????? ???? ??? ???? ??? ???? ?? ??? ???? ??????? ? ???? ? ???? ????? ??? ??? ????? ????? ?????? ???? ??? ?? ?? ???? ???? ?? ?? ??? ???? ???? ? ???? ???? ?? ?????? ????? ??? ?? ??? ?????? ? ?? ?????? ???? ???? ?? ????? ????? ???? ?? ???? ???? ???? ? ??? ???? ?????? ???? ???? ???????? ???? ?? ???? ????? ??? ?????? ???? ???? ????? ?????? ??? ???? ?? ? ??????? ? ?? ?????? ???? ???? ???? ???? ???? ???? ???? ? ??? ???? ???? ?? ???? ????? ? ???? ????? ????? ???? ????? ?? ? ???? ?? ??? ???? ??? ???? ??? ??? ???? ?? ??? ???? ???? ?? ???? ?? ? ???? ???? ?? ??? ???? ??? ???? ??? ????? ? ???? ??? ??????? ???? ???? ?????? ????? ?? ??? ?? ?????? ???????? ? ?????? ??? ??? ??? ??? ? ???? ?????? ?? ??? ?? ???? ??????? ??? ??? ??? ??????? ? ?? ????? ??? ???? ????? ? ?? ???? ?????? ???? ?? ???? ????? ?????? ??? ??????? ??? ?? ? ?? ??? ? ??? ???? ??? ???? ??? ?? ?? ? ??? ???? ???? ??? ???? ??? ???? ????? “ ??? ????? ?? ?? ???? ??? ??????? ” ??? ?? ?? ?? ??? ??? ???? ??? ???? ???? ??? ????? ? ??? ????? ??? ???? ???? ?? ??? ???? ?????? ? ?? ?? ??? ? ????? ? ?????? ??? ????? ????? ???? ????? ????? ??? ????? ? ??? ???? ??????? ??????? ??? ??? ??????? ???? ???? ???? ??? ???????’? ? ????? ???? ?? ???? ???? ????? ?? ???? ??? ???? ? ?? ??? ??? ???? ???? ????? ? ???? ????  ??? ??? ???? ????? ?? ??? ??? ??? ?????? ?? ??? ???? ???? ????? ??? ???’? ? ???? ???? ?????? ???? ??? ??????? ???’? ? ???? ???? ? ?? ?? ??? ???? ???? ???? ????? ? “ ???? ????? ?? ????? ???? ?” ?? ?????? ?? ??? ????? ???? ??? ???? ??? ?????? ?? ????? ????? ? ??? ?? ???? ??????? ????? ?? ?? ???? ??????? ?????? ??? ? ???? ?? ???? ????? ? ??? ???? ?? ???? ????? ????? ???? ????? ?? ??? ??? ??? ???? ??? ? ???? ?? ????? ???? “ ??? ???????? ? ??? ????? ?? ” ???? ???? ????? ??????? ???? ???? ?????? ???? ???? ?? ?? ????’? ? ???? ?? ???? ???? ???? ????? ??????? ?????? ??????? ? ?? ??? ???? ????? ?????? ???? ????? ???? ?? ? ?? ?????? ????? ???? ?? ???? ??? ????? ? ???? ????? ?????? ??? ???? ???? ????? ? ?? ??? ????? ????? ???? ??? ????? ? ?? ?????? ?? ???? ??? ???? ???? ?? ?????? ???? ???? ? ???? ???? ???? ??? ???? ?? ???? ???? ????? ?? ??? ?? ???? ????? ??? ? ??? ??? ? ???? ???? ????? ???? ??? ???? ? ??? ??? ???? ???? ??? ??????? ?? ???? ???? ???? ? ?? ?????? ??????? ???? ?????? ? ????? ????? ????? ????? ??? ????? ????? ???? ??????? ? ??? ???? ?? ?? ??? ????? ??? ????? ????? ????? ???? ?? ? ???? ??? ??? ? ??? ??? ? ????? ???? ????? ????? ????? ????? ??? ???? ????? ? ?? ????? ?????? ??? ????? ? ??? ?????? ???? ??? ?? ?????? ???? ????? ? ?? ?? ??? ???? ??? ?? ?? ?? ?? ???? ?? ???? ?? ???? ????? ???? ???? ??? ? ??? ? ?? ???? ?????? ????  5 ?? 2016	unk
IL5_SN_000370_20150831_H0T0066OK	???? ???? ?????? ??? ????? ??? ??? ???? ????? ???? ? ?????? ??? ?????? ??? ?????? ????? ???? ???? ???? ????? ????	unk
IL5_SN_000370_20160127_G0T000AXW	???? ??? ???? ??? ?? ??? ??? ???? ???? ?? ???? ??? ? ????????? ??? ???? ?????? ???????? ????? ?? ?? ?????? ???? ??	nondomain
IL5_WL_020506_20150724_H0040MEK8	?? ??? ??? ????? ???? ????? ??? ?? ??? ????? ??? ???? ????? ?? ???? ??? ?? ???? ???? ? ?? ?? ???? ???? ????? ??? ??? ????? ?????? ????? ???? ?????? ???? ???? ????? ???? ? ???? ??? ?? ???? ?? ????? ???? ?? ??? ???? ????  1300  ??????? ??? ??? ? ?? ???? ???? ???? ??? ????? ??? ???? ? ?? ??? ???? ?? ???? ?? ??? ?????? ?? ???? ?????? ? ??????  ?? ???? ???? ?????? ???? ?? ?????? ????? ???? ? ???? ?? ?? ???? ??? ?????? ??? ??? ?? ???? ?? ???? ?? ??? ????? ??? ??? ???? ??? ??? ?????? ????? ??? ? ?? ?? ???? ????? ?????? ???? ?? ????? ? ??? ?????? ?? ??? ???? ?????? ???? ????? ???? ????? ?? ?????? ?? ????? ???? ??? ??? ?	indomain
IL5_NW_020060_20160421_G0040EYHC	?????? ??? ?? ??? ??? ?? ??? ??? ????? ?????? — ?? ??? ??? ??? ?? ???? ???? ???? ????? ?????? ??? ??? ? ?? ????? ????? ???? ???? ??????? ???? ? ????? ????? ??? ? ??? ? ??? ? ??? ????? ???? ????????? ???? ? “ ???? ?????? ?????? ” ? ???? ?? ???? ??? ? ?? ?? ??? ????? ???? ???? ?????? ???????? ???? ? ?? ??? ? ???? ?????? ??? ?????? ??? ??? ? ??? ???? ??? ???? ???? ? ?????? ??? ?? ??? ??? ?? ??? ??? ?????  119  119 ? 0000  119 ? ???? 128 kbps 32 kbps ???? ???	unk
IL5_SN_000370_20160418_G0T0009DU	??? ?? ????? ??? ???? ??? ??? 208 ???? ????? ????? ????  ?? ????? ??? ???? ??? ????? ????? ??? 208 ???? ?????	nondomain
IL5_WL_020083_20160511_G0040IS6U	?? ??? ???? ??? ???? ??? ??? ???? ? ?????? ???? ???’? ? ???? ???? ?????? ?? ?? ???? ????? ?? ???? ? ??? ????? ???’? ? ??????? ? ???????? ? ????? ? ????? ?????? ??? ??????? ? ???? ?????? ???? ??? ??? ??????? ????? ? ????? ??? ???? ???? ????? ?????? ? ????? ? ??? ??? ?? ??? ??? ??? ? ?? ???? ??? ?? ??? ? ??? ????? ??????? ???????’? ? ?? ???? ???? ????? ???? ???’? ? ??? ???? ???? ???? ? ??? ???? ?????’?? ???’? ????????’? ? ??? ?? ?? ??? ???? ????’? ???? ??? ? ????? ????????? ?? ????? ? ??’? ???? ??????? ????? ? ?????? ???? ?? ??? ???? ????? ? ?? ??? ??? ????? ?????? ? ?? ??? ?? ?????? ? ????? ?????? ???? ???? ????’? ?	unk
IL5_SN_000370_20170511_H0T006919	??? ??? ???? ???? ??? ????? ???	unk
IL5_SN_000370_20160819_H0T0067AB	? New @Metallica?	unk
IL5_SN_000370_20151202_G0T000FJ2	ESAT Daily News Amsterdam December 02 2015 Ethiopia  via @ESATtv	unk
IL5_SN_000370_20170525_H0T006B9W	???? ???? ????? ???? ??? ???? ????? ????? ??? ????? ???? ??? ??? ???? ???? ???? ???? ??? ???? ??? ????? ?? ???	unk
IL5_SN_000370_20160127_G0T0009Y0	???????? ???? ?? ??? ??? ?? ????? ???? ?? ????? ??? ??? ???  ?? ????? ??? ???? ?? ???? ?? ??? ??? ??? ??? ?? ?	eval_incident
IL5_SN_000370_20170502_H0T00649O	???? ???? ???? ?? ???	unk
IL5_SN_000370_20160518_G0T000EUH	RT @RFI Le Somaliland célèbre son indépendance  entre réussite et frustration	unk
IL5_WL_020083_20160831_G0040KNUS	???? ???? ??? ??? ? ???? ???’? ??? ??? ????? ??? ???? ??????? ??? ???? ? ???? ??? ??? ???’? ????? ???? ???? ?? ? ????? ????? ???? ???? ? ???? ???? ???? ????? ? ??? ????? ???? ???? ? ??? ???? ???? ???? ? ???? ????? ???? ??? ? ?????? ????? ???? ?? ??? ??? ??? ????? ? ???? ?? ??? ??? ??? ? ????? ?????? ?????? ???? ? ???? ????? ???? ?? ???? ??? ????? ????’? ?	unk
IL5_NW_020060_20160531_G0040EYFI	????? ???? ?????? ?? ???? ???? ?? ????? ??? ????? ?????  ???? ?????? — ?? ???? ??? ?? ??? ????? ?? ???? ???? ???? ?????? ?? ????? ??? ????? ???? ???? ???? ???? ? ??? ???? ??? ???? ????? ???? ?? ?? ?? ???? ????? ???? ?? ???? ???? ???? ??? ?????? ? ????? ?? ?????? ??? ????? ??????? ???? ???? ????????? ??? ???? ???? ? ??? ????? ???? ??? ???? ???? ? ????? ???? ?????? ?? ???? ???? ?? ????? ??? ????? ?????  ????  715  715 ? 0000  715 ? ???? 128 kbps 32 kbps ???? ??? Get Adobe Flash Player ?? ????? ??? ???? ‘ ???? ’ ????? ??? ???? ??? ??????? ????’? ???? ??? ??? 359 ? 0000  359 ? ? ???? 270p  115MB 360p  195MB 480p  381MB	unk
IL5_SN_000370_20170114_H0T00369A	????? ???? ????? ??????? ???? ??? ?? ?? ????? ???	unk
IL5_SN_000370_20170119_H0T00680V	?????? ???? ???? ??? ????? ????? ?????? ???#Eritrea #Ethiopia #voatigrigna #VOAInaug	unk
IL5_SN_000370_20151013_H0T0066S5	Comedy at its best  ?? ?? ???? ?????   via @YouTube	unk
IL5_SN_000370_20170428_H0T00647F	???? ?? ????  ?100?? ?? ?? ????? ??? ????? ??? ?? ?????? ???? ??? ?? ???	unk
IL5_SN_000370_20160705_G0T0008T6	????? ???? ??? ????? ??? ????? ?? ??? ??? ???? ???? ????  #Eritrea #Ethiopia #Kenya #Nairobi	indomain
IL5_SN_000370_20160324_G0T000FFK	@midnight @trumpvsbernie @People4Bernie @BernieSanders @SenSanders @Bernlennials @CamelotGypsy @Colleges4Bernie @Latinos4Bernie @NEO4Bernie	unk
IL5_SN_000370_20160902_H0T0058DU	#LIVE???????? #?????????????? #??????????645 ???? #????????? ?????? ??64????85	unk
IL5_SN_000370_20160727_G0T0008M1	?????? ??? ???? ????? ??????? ???? ??? 2016 ??? ???? ?????  ?????? ??? ???? ????? ??????? ???? ??? 2016 ??? ?	nondomain
IL5_WL_020083_20160404_G0040IS9B	???? ??? ??? ???? ???? ?? ????? ?? ??? ? ????? ??? ??? ??? ?? ????? ???? ??? ??? ??? ? ????? ???? ??? ???? ??? ???? ???? ???? ???? ?????? ????? ????’?? ? ??? ??? ????????? ????? ???? ???? ???? ??????? ?? ? ??? ??’? ??? ?? ??? ??? ??? ???? ??? ???? ? ??? ????? ????? ?? ??? ? ???? ???? ??? ??’? ???? ??? ??? ?26 ???? 2016 ?? ???? ???? ???? ???? ????? ‘ ? ? ?? ?? ?? ??? ???? ?? ??? ? ???? ???? ???? ?? ???? ???? ??? ???? ????’? ???? ?? ???’?? ???? ???? ? ??? ???? ??? ????? ????? ???’?? ?? ?? ?	unk
IL5_SN_000370_20160622_G0T0008X1	?? ???? ?? ???? ????  ????? ??? 23 ?? ???  ???? ??? ?? ??? ???? ????? ????? ??? ???? ???? ?? ???? ???? ???	nondomain
IL5_SN_000370_20170323_H0T0068EZ	?? ????? ?????? ?????? ?????? ???? ?????? ??????? ???? #Eritrea #Ethiopia #VOATigrina #EthioTelecom	unk
IL5_SN_000370_20170119_H0T00680S	??? ???? ???? ?? ?????? ???? #Eritrea #Ethiopia #VOATigrigna #Trump #VOAInagu	unk
IL5_SN_000370_20160107_G0T000A3V	???? ????? ???? ???? ????? ?? ???? ??? ????? ?????  ????? ???? ????? ???? ???? ????? ?? ??? ????? ??? ??? ???	nondomain
IL5_SN_000370_20170113_H0T003689	???? ????? ??? ????? ??? ?? ?????? ????? ???? ?? ????? ?? ????????? ??? ???? ? ???  ????? ??? ?? ???? ????? ?????	unk
IL5_SN_000370_20151208_G0T000ACK	?????? ?? ?? ????? ?????? ??? ?????? ? ???? ?? ????? ?????? ??? ?? ??? ?????  ???? ??? ?? ??? ???? ?????? ????	indomain
IL5_SN_000370_20170523_H0T0068XW	#DrTedros4WHO #WHA70 #WHODG	unk
IL5_SN_000370_20170211_H0T0036Z3	????? ???? ??? ??  ????? ????? ????? ??? ??  ??? ????? ????? ???? ??? ??? ??  ???? ???? ??? ?? ???? ????	unk
IL5_SN_000370_20160605_H0T0057YN	haram ??? eritrean series drama part 10	nondomain
IL5_SN_000370_20160912_H0T0058GR	#Ethiopia #EthioMuslims ?? ?? ???? ?????? ?‹‹????? ??? ›› ???? ???? #EidAlAdha2016 #MinilikSalsawi	unk
IL5_SN_000370_20170214_H0T00371Q	??? ???? ???? ??? ??? ????? ?? ??? ?????? ??? – ?????? ???? ??? ??? ???? ?????  by EthioSun	unk
IL5_SN_000370_20160902_H0T0067DL	??? ???  Mirragi Migranti  ??? ??? ???? ?? ?????	unk
IL5_SN_000370_20151023_G0T000DXW	Shoooooo	unk
IL5_SN_000370_20160623_H0T005817	RT @ethioexplorer ???? ?????? ??? ??????? ??  ??? ???	unk
IL5_SN_000370_20170221_H0T006880	?? ???? 74 ??????? ?????? ?? ???? ??? ??? ???? ????  #Eritrea #Ethiopia #VOATigrina #Africa #Libya #Migration	unk
IL5_SN_000370_20150922_G0T000EDH	Bayern striker Robert Lewandowski scores five goals in nine minutes	unk
IL5_SN_000370_20170210_H0T0036X7	?????? ???? 7 ??? ??? ???? ??? ? ???? 3  ?? ? 2009 ???? ???? ? ???? ?? ??? ??? ???? ????? ????? ???? ?	unk
IL5_SN_000370_20160608_G0T000AOQ	?? ????? ??? ??? ??? ??? ??? ???? ??? ??? ????? ??????? ????? ???? ????? ??? ??? ????? ???? ??? ???? ??? ???	nondomain
IL5_SN_000370_20160808_H0T000YA8	???? ????? ????? ????? ???? ????? ???? ??????? ????? ????  # 4709#4872#4704#4757   #?????? #Eritrea	nondomain
IL5_WL_020083_20160322_G0040ISA2	?????? ???? ???? ????? ???? ??? ??????? ???  Eritrean National Council for Democratic Change  ?? ???? 26  31  2016	unk
IL5_NW_020060_20150929_G0040EYL0	??? ?? ?? ????? ?????? ???? ??? ????? ???? ?????? ?? — “ ?? ?? 70 ???? ????? ??? 1000 ??? ?????? ????? ?? ??? ???? ??? ???? ??? ?? ???? ??? ? ??? ??????? ???? ?? ????? ??????? ????? ?? ????? ???? ????? ??????? ???? ????? ??? ????? ” ??? ??? ????? ??? ????? ???? ?????????? ?? ???? ???? ??? ????? ????? ????? ???? ??? ?? ?? ??????? ???? ???? ???????? ’ ?? ?? ? Eritrean Cycling Team Richmond2 2015 “ ??????? ?????? ???????? ??? ??????????’?? ??? ???? ?? ” ??? ???? ??? ?? ????? ???? ?? ??? ??? ??? ? ???? ???? ??? ??? ?? ??? ?? ?? ?????? ???? ???? ???? ?????? ????? ?? ????’? ?? ? ???? ???? ?????? ????? ??? ???? ???? ????? ???? ?? ?? ??? 23 ??? ?? ????? ???? ???? ??? ??? 11 ???? ???? ???? ? “ ???? ???? ?????? ???? ????? ??? ” ??? ???? ???? ?? ??? ?????? ? ???? ???? ?????? ??? ???? “ ??? ??????? ?? ???? UCI ?? ??? ???? ????? ??’? ??? ?? ? ?? ???? ???? ????? ???? ????’?? ?? ????? ??? ???? ?? ????? ???? ???? ???? ?????’?? ” ??? ???? ? ?????? ??? ???? ???? “ ?? ???? ?????????? ? ????? ???? ??? ?? ???? ????? ??????? ??? ????? ?????? ” ?? ? ?????? ???? ????? ????? ???? ????? ??????? ???? “ 80 ??? ???? ??? ????? ???? ?? ????? ?? ? ?? ???? ??? ???? ?? ????? ?????? ???? “ ?? ? ?? ?? ??????? ???? ????? ????? ??? ?????? ???? ?? ??? ???? ??? ??? “ ??? ??? ???? ???? ?????’?? ??? ??? ?” “ ???? ?? ????? ?? ???’? ? ??? ????? ????? ?? ??? ??????? ??? ? ????? ???? ???? ????? ??’?? ” ?? ???? ??? ? ??? ?? ????? 19272015 ?? ???? ??? ???? ????? ????? ?????? ???? ????? ????? ??????? ?????? ???? ???? ? ???? ??? ? ???? ??? ? ??? ????? ????? ???????????’?? ? ?? ????? ?? ???? ??? ????? ?? ???? ?????? ???? ??????? ???? ??? ???? ??? ??????? ?? ? ??? ???? ???? ? ???? ????? ??? ????? ???? ?? ????? ???? ???? ???? ???? ????  1826  1826 ? 0000  1826 ? ???? 128 kbps 32 kbps ???? ???	unk
IL5_SN_000370_20170520_H0T006964	??????? ???? ????? ????? ???? ???? ?????? ????	unk
IL5_SN_000370_20170301_H0T0036ML	???? ??? ??? ?????? ???? ??? ?????? ????? ????? ?? ????	unk
IL5_WL_020506_20170130_H0040MDRD	??? ??? ?? ???? ??? ????? ?? ??? ???? ??????? ?????? ??? ????  ????  ?? ?????? ???? ?? ??? ???? ?? ??? ???? ????? ???? ? ???? ?? ??? ???? ???? ????? ?????  ??? ?????? ????? ?? ?? ???? ??? ??? ?? ??? ??????? ??? ?? ??? ??????? ??????? ???? ?? ?? ???? ??? ??? ?? ??? ??? ???? ??? ??? ???? ???? ??????? ??? ?? ?? ???? ??? ??? ?? ??? ???? ??? ?? ??? ?????? ???? ?? ??  ?  ? ?????? ???? ????? ????? ?????? ?? ?? ???? ?? ???? ?? ??? ???? ???? ?? ???? ???? ?????? ??? ?? ??? ???? ?? ??? ????? ????? ? ?? ???? ????? ??????? ?? ????? ??? ???? ?? ??? ??? ?? ?????? ?? ??? ??? ???? ??? ????? ?????? ?? ???? ????? ????? ???? ??? ???? ? ???? ????? ???? ?? ????? ??? ??? ?? ??? ????? ??????? ??? ?? ???? ??? ??? ??? ???? ?? ?????? ?? ??? ???? ??? ??? ?	unk
IL5_WL_020083_20160411_G0040IS9I	??? ????? ?? ???? ??? ???? ???? ??????? ???? ????  ????  ??? ??? ???	unk
IL5_WL_020506_20160411_H0040ME0I	?? ????? ???? ????? ???? ??????  ?? ???? ?? ??? ??? ??? ????? ???? ???? ??? ??? ???? ? ?????? ???? ??????? ??? ????? ?????? ???? ????? ???? ????? ?? ??  ?? ? ?????? ?????? ??? ???? ?? ????? ?????? ???? ????? ??????? ??? ??? ????? ?? ??? ????? ???? ??? ?? ???? ???? ???? ?????? ? ????? ????? ????? ????? ?? ????? ?????? ??? ??? ???? ????? ???? ??? ?? ? ??? ??? ????? ??? ?? ????? ?? ???? ???? ??????? ????? ????? ?? ?? ???? ????? ????? ???? ? ?? ??? ?? ????? ??? ?? ????? ?? ?? ?? ???? ??? ? ?? ??? ?? ??? ?? ?? ??? ?????? ???? ?? ???? ????? ????? ??? ???? ?? ??? ????? ??????? ??? ??????? ??? ?? ? ???? ?? ????? ??? ?? ????? ????? ????? ???? ?????? ?? ??? ??? ???? ????? ?? ? ???? ????? ????? ???? ????? ???? ?? ?? ????? ????? ????? ?? ????? ??? ? ??? ??? ?????? ?????? ???? ???? ???? ??? ???? ???? ????? ???? ????? ???? ? ?? ??? ??? ?? ?? ????? ???? ???? ????? ??? ???? ???? ??? ????? ??? ???? ?? ? ??? ??? ??? ???? ????? ???? ??? ? ?? ????? ????? ????? ????? ?? ??? ???? ????? ???? ??? ???? ?? ? ???? ???? ???? ?????? ??’? ???? ???? ????????????? ???? ????? ??? ?? ????? ?? ???? ??? ??? ???? ? ?? ????? ????? ?? ???? ?????? ??? ??? ?? ????? ??? ?? ?????? ????? ? ???? ????? ???? ??? ????? ??? ??? ?? ??’? ?? ???? ?? ???? ???? ????? ? ?????? ???? ??? ????? ?????? ????? ????? ????? ??? ?? ????? ?????? ???? ?? ????? ? ?? ???? ?? ??? ???? ??????? ?? ?? ??? ???? ??? ??? ??? ? ???? ??? ??? ????? ????? ??????? ????? ??? ?? ???? ???? ???? ????? ???? ?? ??? ???? ????? ?? ??? ??? ????? ?? ????? ????? ???? ???? ? ?? ?? ?? ????? ?? ? ????? ?????? ?? ???? ????? ????? ?? ????? ?????? ?? ??? ? ????? ???? ????????? ????? ???? ????? ????? ???? ? ?? ???? ??? ???? ???????? ????? ???? ??? ????? ? ??? ??? ?? ????? ???? ????? ???? ????? ??’? ??? ??? ???? ????? ???? ????? ????? ? ????? ?????? ?? ??? ???? ?? ??? ???  ?? ?? ? ?? ??? ?? ?? ????? ???? ?? ??? ???????? ????? ?????? ?????? ???? ????? ?????? ????? ??? ???? ?? ???? ???? ????????  ?? ??? ??? ???? ???? ?? ? ????? ??? ??? ????? ???? ?????? ???? ???? ????? ??????? ??????? ?????? ? ?? ????? ?????? ???? ?? ??? ??? ?????? ?? ????? ??? ? ???’? ???? ??? ????? ????? ??? ??? ?? ?? ??? ????? ???? ?????? ???? ????? ???? ? ???? ?? ????? ?? ??? ???? ????? ??? ?????? ? ????? ???? ??? ??? ?????? ???? ??? ?? ??? ??? ??? ???? ???? ???? ? ??? ?? ????? ???? ????? ???? ??? ??????	unk
IL5_SN_000370_20160422_G0T000CGT	RT @EsayasIsaak Genom detta utskick försöker nu regimanhängare locka till sig ensammkommade som just flytt diktaturens Eritrea  httpst	unk
IL5_NW_020060_20160408_G0040KQUA	?? ???? ????? ??? ?? ??? ???? ???? ‘ ?? ??? ????? ????? ? ?? ?? ???? ???? ????? ?? ??? ???? ? ????? ?? ???? ??? ??? ???? ????? ??? ? ????? ???????’? ??? ?? ??? ???? ???? ?????? ??? ’ ??? ?? ?? ??? ? ?? ?? ??? ?? ??? ???? ???? ???? ? ?? ???? ????? ??? ??? ????? ??????? ??? ?????? ?? ? ????? ?? ?????? ???? ??????? ????? ??? ???? ??? ? ?? ???? ??? ?????? ??? ???? ?? ??? ????? ??? ????? ???? ???’?? ??? ? ?? ???? ? ?? ???’? ?????? ?????? ??? ???? ???? ?????? ?? ? ?? ??? ????? ??? ?? ???? ??? ??? ????? ?? ????  00715  00715 ? 00000  00715 ? ???? 128 kbps 32 kbps ???? ???	unk
IL5_SN_000370_20170112_H0T0067ZY	???? ???? 12 ??  2017  #Eritrea #Ethiopia #VOATigrigna	unk
IL5_SN_000370_20170509_H0T00690B	RT @eriswiss ???? ????? ????? ????? ???? ??? ???	unk
IL5_SN_000370_20150807_H0T0066LY	“ ???? ?? ???? ” ????? ??????  ???? ???? on AddisVideo  @AddisVideo #Ethiopia	unk
IL5_WL_020506_20161228_H0040MDRU	??? ??? ?? ????? ?????? ???? ????? ????? ???? ??? ?????? ?? ??????? ?????? ??? ????  ????  ?? ????? ??? ??? ???? ???? ???? ? ????? ???? ??? ??? ???? ???? ????? ????? ??? ???? ????? ????? ??? ??? ?? ???? ??? ?????? ???? ?? ??????? ?????? ??? ????  ????  ?? ?????? ???? ??? ?? ??? ? ????? ?? ????? ?? ????? ????? ?? ?????? ?? ?? ???? ???? ? ??? ??? ?? ? ??? ???? ??? ??????? ? ????? ??? ?????? ??? ?? ?? ???? ???? ? ??? ????? ? ??? ???? ? ??? ???? ? ????? ???? ??????? ????? ? ?? ?? ???? ? ??? ????? ? ??? ??? ? ??? ???? ? ????? ??????? ??? ?? ?? ???? ???? ? ??? ????? ? ?????? ? ??? ?? ???? ? ???? ?? ????? ???? ??????? ?? ??????? ?????? ??? ????  ????  ????? ???? ???? ????? ?????? ? ??? ?? ??? ???? ???? ????? ???? ?? ???? ??? ???? ?? ??? ???? ???? ?? ???? ????? ???????? ???? ???? ???  ?? ?? ?????? ?? ???? ???? ??? ??? ? ??? ??????? ???? ???? ??? ??? ????? ?????? ???? ??? ????? ??? ?? ?? ??? ??? ???? ????? ???? ???? ??? ????? ??? ??? ???? ??? ????? ??? ?? ???? ?? ????? ?? ???? ????? ???? ???? ??? ???? ?	nondomain
IL5_SN_000370_20170415_H0T0068KL	RT @ypfdjdenver #istandWithEritrea #istandWithYPFDJ	unk
